VATyp;VA_Nr_(KT);Datum_von;Datum_bis;Dauer;Veranstaltungsstätte;VA_Raum;VA_Buchung_Name;Buchungsstatus;Veranstalter_1;VA_RaumFläche;Aktivitätsstatus
MV;12352;01.01.2025 12:00;01.01.2025 21:00;9;FFK;Französische Friedrichstadtkirche;Weltkonzert;Vtg ok;Weltkonzerte;0;Veranstaltung allgemein
MV;12352;01.01.2025 12:00;01.01.2025 21:00;9;FFK;Saal;Weltkonzert;Vtg ok;Weltkonzerte;720;Veranstaltung allgemein
MV;12352;01.01.2025 12:00;01.01.2025 21:00;9;FFK;Salon Godet;Weltkonzert;Vtg ok;Weltkonzerte;22;Veranstaltung allgemein
MV;12161;17.01.2025 16:00;17.01.2025 22:00;6;FFK;Französische Friedrichstadtkirche;Konzerte;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12161;17.01.2025 16:00;17.01.2025 22:00;6;FFK;Saal;Konzerte;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12161;17.01.2025 16:00;17.01.2025 22:00;6;FFK;Salon Godet;Konzerte;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12161;18.01.2025 16:00;18.01.2025 22:00;6;FFK;Französische Friedrichstadtkirche;Konzerte;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12161;18.01.2025 16:00;18.01.2025 22:00;6;FFK;Saal;Konzerte;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12161;18.01.2025 16:00;18.01.2025 22:00;6;FFK;Salon Godet;Konzerte;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12160;24.01.2025 16:00;24.01.2025 22:00;6;FFK;Französische Friedrichstadtkirche;Konzerte;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12160;24.01.2025 16:00;24.01.2025 22:00;6;FFK;Saal;Konzerte;Vtg ok;FRANZHANS 06 GmbH;720;Konzert
MV;12160;24.01.2025 16:00;24.01.2025 22:00;6;FFK;Salon Godet;Konzerte;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12160;25.01.2025 12:00;25.01.2025 18:00;6;FFK;Französische Friedrichstadtkirche;Konzerte;Vtg ok;FRANZHANS 06 GmbH;0;Veranstaltung allgemein
MV;12160;25.01.2025 12:00;25.01.2025 18:00;6;FFK;Saal;Konzerte;Vtg ok;FRANZHANS 06 GmbH;720;Veranstaltung allgemein
MV;12160;25.01.2025 12:00;25.01.2025 18:00;6;FFK;Salon Godet;Konzerte;Vtg ok;FRANZHANS 06 GmbH;22;Veranstaltung allgemein
MV;12189;05.01.2025 13:30;05.01.2025 20:00;6,5;FFK;Französische Friedrichstadtkirche;Neujahrskonzert;Vtg ok;vero - Verband der Bau- und Rohstoffindustrie e.V.;0;Veranstaltung allgemein
MV;12189;05.01.2025 13:30;05.01.2025 20:00;6,5;FFK;Saal;Neujahrskonzert;Vtg ok;vero - Verband der Bau- und Rohstoffindustrie e.V.;720;Veranstaltung allgemein
MV;12189;05.01.2025 13:30;05.01.2025 20:00;6,5;FFK;Salon Godet;Neujahrskonzert;Vtg ok;vero - Verband der Bau- und Rohstoffindustrie e.V.;22;Veranstaltung allgemein
MV;12189;05.01.2025 13:30;05.01.2025 20:00;6,5;FFK;Georges-Casalis-Saal;Neujahrskonzert;Vtg ok;vero - Verband der Bau- und Rohstoffindustrie e.V.;160;Veranstaltung allgemein
MV;12189;05.01.2025 13:30;05.01.2025 20:00;6,5;FFK;Restaurant Hugo & Notte;Neujahrskonzert;Vtg ok;vero - Verband der Bau- und Rohstoffindustrie e.V.;160;Veranstaltung allgemein
MV;12189;05.01.2025 13:30;05.01.2025 20:00;6,5;FFK;Rotunde;Neujahrskonzert;Vtg ok;vero - Verband der Bau- und Rohstoffindustrie e.V.;87;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Französische Friedrichstadtkirche;Preisverleihung;Vtg ok;Soroptimist International Deutschland;0;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Saal;Preisverleihung;Vtg ok;Soroptimist International Deutschland;720;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Georges-Casalis-Saal;Preisverleihung;Vtg ok;Soroptimist International Deutschland;160;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Entrée;Preisverleihung;Vtg ok;Soroptimist International Deutschland;24;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Rotunde;Preisverleihung;Vtg ok;Soroptimist International Deutschland;87;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Restaurant Hugo & Notte;Preisverleihung;Vtg ok;Soroptimist International Deutschland;160;Veranstaltung allgemein
MV;12214;26.01.2025 14:30;26.01.2025 19:30;5;FFK;Französische Friedrichstadtkirche;Neujahrskonzert;Vtg ok;KaMü GmbH;0;Veranstaltung allgemein
MV;12214;26.01.2025 14:30;26.01.2025 19:30;5;FFK;Saal;Neujahrskonzert;Vtg ok;KaMü GmbH;720;Veranstaltung allgemein
MV;12214;26.01.2025 14:30;26.01.2025 19:30;5;FFK;Salon Godet;Neujahrskonzert;Vtg ok;KaMü GmbH;22;Veranstaltung allgemein
MV;12340;25.03.2025 12:30;25.03.2025 22:30;10;FFK;Französische Friedrichstadtkirche;Dinner;Vtg ok;RIAG Media GmbH;0;Veranstaltung allgemein
MV;12340;25.03.2025 12:30;25.03.2025 22:30;10;FFK;Saal;Dinner;Vtg ok;RIAG Media GmbH;720;Veranstaltung allgemein
MV;12340;25.03.2025 12:30;25.03.2025 22:30;10;FFK;Entrée;Dinner;Vtg ok;RIAG Media GmbH;24;Veranstaltung allgemein
MV;12282;27.03.2025 16:00;27.03.2025 23:00;7;FFK;Französische Friedrichstadtkirche;Bankettveranstaltung;Vtg ok;Bundesministerium des Innern und für Heimat Standort Berlin;0;Veranstaltung allgemein
MV;12282;27.03.2025 16:00;27.03.2025 23:00;7;FFK;Saal;Bankettveranstaltung;Vtg ok;Bundesministerium des Innern und für Heimat Standort Berlin;720;Veranstaltung allgemein
MV;12282;27.03.2025 16:00;27.03.2025 23:00;7;FFK;Innenhof;Bankettveranstaltung;Vtg ok;Bundesministerium des Innern und für Heimat Standort Berlin;45;Veranstaltung allgemein
MV;12376;18.03.2025 08:00;19.03.2025 02:00;18;FFK;Französische Friedrichstadtkirche;Galadinner;Vtg ok;insolite Germany GmbH;0;Veranstaltung allgemein
MV;12376;18.03.2025 08:00;19.03.2025 02:00;18;FFK;Saal;Galadinner;Vtg ok;insolite Germany GmbH;720;Veranstaltung allgemein
MV;12376;18.03.2025 08:00;19.03.2025 02:00;18;FFK;Georges-Casalis-Saal;Galadinner;Vtg ok;insolite Germany GmbH;160;Veranstaltung allgemein
MV;12376;18.03.2025 08:00;19.03.2025 02:00;18;FFK;Entrée;Galadinner;Vtg ok;insolite Germany GmbH;24;Veranstaltung allgemein
MV;12376;18.03.2025 08:00;19.03.2025 02:00;18;FFK;Salon Godet;Galadinner;Vtg ok;insolite Germany GmbH;22;Veranstaltung allgemein
MV;12345;30.01.2025 14:30;30.01.2025 22:30;8;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12345;30.01.2025 14:30;30.01.2025 22:30;8;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12345;30.01.2025 14:30;30.01.2025 22:30;8;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12345;30.01.2025 14:30;30.01.2025 22:30;8;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12345;31.01.2025 16:30;31.01.2025 23:30;7;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12345;31.01.2025 16:30;31.01.2025 23:30;7;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12345;31.01.2025 16:30;31.01.2025 23:30;7;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12345;31.01.2025 16:30;31.01.2025 23:30;7;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12345;01.02.2025 16:15;01.02.2025 23:40;7,42;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12345;01.02.2025 16:15;01.02.2025 23:40;7,42;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12345;01.02.2025 16:15;01.02.2025 23:40;7,42;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12345;01.02.2025 16:15;01.02.2025 23:40;7,42;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12345;14.02.2025 14:30;14.02.2025 23:30;9;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12345;14.02.2025 14:30;14.02.2025 23:30;9;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12345;14.02.2025 14:30;14.02.2025 23:30;9;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12345;14.02.2025 14:30;14.02.2025 23:30;9;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12370;12.01.2025 13:00;12.01.2025 19:00;6;FFK;Französische Friedrichstadtkirche;Neujahrskonzert;Vtg ok;Orchester Ronny Heinrich;0;Konzert
MV;12370;12.01.2025 13:15;12.01.2025 19:15;6;FFK;Saal;Neujahrskonzert;Vtg ok;Orchester Ronny Heinrich;720;Konzert
MV;12370;12.01.2025 13:00;12.01.2025 19:00;6;FFK;Salon Godet;Neujahrskonzert;Vtg ok;Orchester Ronny Heinrich;22;Konzert
MV;12323;05.04.2025 13:30;05.04.2025 23:30;10;FFK;Französische Friedrichstadtkirche;Frühlingskonzert;Vtg ok;Büro Tina Tandler;0;Veranstaltung allgemein
MV;12323;05.04.2025 13:30;05.04.2025 23:30;10;FFK;Saal;Frühlingskonzert;Vtg ok;Büro Tina Tandler;720;Veranstaltung allgemein
MV;12323;05.04.2025 13:30;05.04.2025 23:30;10;FFK;Salon Godet;Frühlingskonzert;Vtg ok;Büro Tina Tandler;22;Veranstaltung allgemein
MV;12355;05.03.2025 13:00;06.03.2025 00:00;11;FFK;Französische Friedrichstadtkirche;Turismo Andalucia;Vtg ok;ABBSOLUTE COMUNICACIÓN S.L.;0;Veranstaltung allgemein
MV;12355;05.03.2025 13:00;06.03.2025 00:00;11;FFK;Saal;Turismo Andalucia;Vtg ok;ABBSOLUTE COMUNICACIÓN S.L.;720;Veranstaltung allgemein
MV;12355;05.03.2025 13:00;06.03.2025 00:00;11;FFK;Entrée;Turismo Andalucia;Vtg ok;ABBSOLUTE COMUNICACIÓN S.L.;24;Veranstaltung allgemein
MV;12355;05.03.2025 13:00;06.03.2025 00:00;11;FFK;Salon Godet;Turismo Andalucia;Vtg ok;ABBSOLUTE COMUNICACIÓN S.L.;22;Veranstaltung allgemein
MV;;02.02.2025 08:30;07.02.2025 11:30;123;FFK;Französische Friedrichstadtkirche;Hugo&Notte geschlossen, kein Catering möglich;Fix;;0;Veranstaltung allgemein
MV;;07.02.2025 12:00;14.02.2025 00:00;156;FFK;Französische Friedrichstadtkirche;Hugo&Notte geschlossen, kein Catering möglich;Fix;;0;Veranstaltung allgemein
EV;;15.02.2025 09:00;15.02.2025 16:00;7;FFK;Französische Friedrichstadtkirche;Gender-Reveal-Party;Vtg ok;BESONDERE ORTE Umweltforum Berlin GmbH;0;Veranstaltung allgemein
EV;;15.02.2025 09:00;15.02.2025 16:00;7;FFK;Georges-Casalis-Saal;Gender-Reveal-Party;Vtg ok;BESONDERE ORTE Umweltforum Berlin GmbH;160;Veranstaltung allgemein
EV;;21.02.2025 08:00;21.02.2025 20:00;12;FFK;Französische Friedrichstadtkirche;Hochzeitsshooting & Hochzeitstour;Vtg ok;BESONDERE ORTE Umweltforum Berlin GmbH;0;Veranstaltung allgemein
EV;;21.02.2025 08:00;21.02.2025 20:00;12;FFK;Georges-Casalis-Saal;Hochzeitsshooting & Hochzeitstour;Vtg ok;BESONDERE ORTE Umweltforum Berlin GmbH;160;Veranstaltung allgemein
EV;;22.02.2025 08:00;22.02.2025 20:00;12;FFK;Französische Friedrichstadtkirche;Hochzeitsshooting & Hochzeitstour;Vtg ok;BESONDERE ORTE Umweltforum Berlin GmbH;0;Veranstaltung allgemein
MV;12373;21.03.2025 13:30;21.03.2025 22:30;9;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12373;21.03.2025 13:30;21.03.2025 22:30;9;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12373;21.03.2025 13:30;21.03.2025 22:30;9;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12373;21.03.2025 13:30;21.03.2025 22:30;9;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12373;22.03.2025 17:00;22.03.2025 23:59;6,98;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12373;22.03.2025 17:00;22.03.2025 23:59;6,98;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12373;22.03.2025 17:00;22.03.2025 23:59;6,98;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12373;22.03.2025 17:00;22.03.2025 23:59;6,98;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12383;14.03.2025 14:00;14.03.2025 23:30;9,5;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12383;14.03.2025 14:00;14.03.2025 23:30;9,5;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12383;14.03.2025 14:00;14.03.2025 23:30;9,5;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12383;14.03.2025 14:00;14.03.2025 23:30;9,5;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12220;08.03.2025 11:00;08.03.2025 22:00;11;FFK;Salon Godet;Preisverleihung;Vtg ok;Soroptimist International Deutschland;22;Veranstaltung allgemein
MV;12388;03.04.2025 16:30;03.04.2025 23:45;7,25;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12388;03.04.2025 16:30;03.04.2025 23:45;7,25;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12388;03.04.2025 16:30;03.04.2025 23:45;7,25;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12388;03.04.2025 16:30;03.04.2025 23:45;7,25;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
EV;;17.03.2025 14:00;17.03.2025 17:00;3;FFK;Französische Friedrichstadtkirche;Team Meeting Kasse Dom;Fix;BESONDERE ORTE Umweltforum Berlin GmbH;0;Veranstaltung allgemein
EV;;17.03.2025 14:00;17.03.2025 17:00;3;FFK;Salon Godet;Team Meeting Kasse Dom;Fix;BESONDERE ORTE Umweltforum Berlin GmbH;22;Veranstaltung allgemein
MV;12351;15.01.2025 13:30;15.01.2025 22:15;8,75;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12351;15.01.2025 13:30;15.01.2025 22:15;8,75;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12351;15.01.2025 13:30;15.01.2025 22:15;8,75;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12351;15.01.2025 13:30;15.01.2025 22:15;8,75;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12351;16.01.2025 17:00;17.01.2025 22:15;29,25;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12351;16.01.2025 17:00;17.01.2025 22:15;29,25;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12351;16.01.2025 17:00;17.01.2025 22:15;29,25;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12351;16.01.2025 17:00;17.01.2025 22:15;29,25;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12351;13.02.2025 15:00;13.02.2025 23:30;8,5;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12351;13.02.2025 15:00;13.02.2025 23:30;8,5;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12351;13.02.2025 15:00;13.02.2025 23:30;8,5;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12351;13.02.2025 15:00;13.02.2025 23:30;8,5;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12386;23.03.2025 14:30;23.03.2025 20:00;5,5;FFK;Französische Friedrichstadtkirche;Gottesdienst und Empfang zur Verabschiedung des Direktors Herrn Dr. Theilemann;Vtg ok;Berliner Missionswerk;0;Veranstaltung allgemein
MV;12386;23.03.2025 14:30;23.03.2025 20:00;5,5;FFK;Saal;Gottesdienst und Empfang zur Verabschiedung des Direktors Herrn Dr. Theilemann;Vtg ok;Berliner Missionswerk;720;Veranstaltung allgemein
MV;12340;25.03.2025 12:30;25.03.2025 22:30;10;FFK;Georges-Casalis-Saal;Dinner;Vtg ok;RIAG Media GmbH;160;Veranstaltung allgemein
EV;;04.11.2024 14:00;04.11.2024 16:00;2;FFK;Salon Godet;Teammeeting Kasse Dom;Fix;BESONDERE ORTE Umweltforum Berlin GmbH;22;Veranstaltung allgemein
MV;12322;09.12.2024 17:00;09.12.2024 22:00;5;FFK;Französische Friedrichstadtkirche;Kerstsamenzang 2024;Zus;Nederlandse kerk in Duitsland (NKID) kern Berlijn;0;Veranstaltung allgemein
MV;12322;09.12.2024 17:00;09.12.2024 22:00;5;FFK;Saal;Kerstsamenzang 2024;Zus;Nederlandse kerk in Duitsland (NKID) kern Berlijn;720;Veranstaltung allgemein
MV;12350;18.12.2024 18:00;18.12.2024 18:15;0,25;FFK;Französische Friedrichstadtkirche;Nutzung Flügel;Zus;Bevollmächtigter des Rates der EKD bei der Bundesrepublik Deutschland und der Europäischen Union;0;Veranstaltung allgemein
MV;12350;18.12.2024 18:00;18.12.2024 18:15;0,25;FFK;Saal;Nutzung Flügel;Zus;Bevollmächtigter des Rates der EKD bei der Bundesrepublik Deutschland und der Europäischen Union;720;Veranstaltung allgemein
MV;12341;18.12.2024 13:00;18.12.2024 17:00;4;FFK;Französische Friedrichstadtkirche;Catering;Vtg ok;Evangelische Akademie zu Berlin gGmbH;0;Veranstaltung allgemein
MV;12341;18.12.2024 13:00;18.12.2024 17:00;4;FFK;Georges-Casalis-Saal;Catering;Vtg ok;Evangelische Akademie zu Berlin gGmbH;160;Veranstaltung allgemein
MV;12341;18.12.2024 13:00;18.12.2024 17:00;4;FFK;Rotunde;Catering;Vtg ok;Evangelische Akademie zu Berlin gGmbH;87;Veranstaltung allgemein
EV;;17.12.2024 14:00;17.12.2024 16:00;2;FFK;Georges-Casalis-Saal;"Arbeitsgruppentreffen ""Kommunikations- und Entscheidungskultur""";Fix;;160;Veranstaltung allgemein
MV;12230;23.07.2024 15:00;23.07.2024 20:50;5,83;FFK;Französische Friedrichstadtkirche;Konzert des Zhejiang Youth Symphony Orchestra;Vtg ok;Berlin Klassik Artist & Culture Management;0;Veranstaltung allgemein
MV;12230;23.07.2024 15:00;23.07.2024 20:50;5,83;FFK;Saal;Konzert des Zhejiang Youth Symphony Orchestra;Vtg ok;Berlin Klassik Artist & Culture Management;720;Veranstaltung allgemein
MV;12230;23.07.2024 15:00;23.07.2024 20:50;5,83;FFK;Georges-Casalis-Saal;Konzert des Zhejiang Youth Symphony Orchestra;Vtg ok;Berlin Klassik Artist & Culture Management;160;Veranstaltung allgemein
MV;12230;23.07.2024 15:00;23.07.2024 20:50;5,83;FFK;Salon Godet;Konzert des Zhejiang Youth Symphony Orchestra;Vtg ok;Berlin Klassik Artist & Culture Management;22;Veranstaltung allgemein
MV;12290;06.09.2024 14:15;07.09.2024 00:40;10,42;FFK;Französische Friedrichstadtkirche;Meditation und Soundbath Event;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12290;06.09.2024 14:15;07.09.2024 00:40;10,42;FFK;Saal;Meditation und Soundbath Event;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12290;07.09.2024 17:00;08.09.2024 02:30;9,5;FFK;Saal;Meditation und Soundbath Event;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12290;07.09.2024 17:00;08.09.2024 02:30;9,5;FFK;Französische Friedrichstadtkirche;Meditation und Soundbath Event;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12305;09.10.2024 14:00;09.10.2024 23:00;9;FFK;Französische Friedrichstadtkirche;30. Jahrestag des Forum Menschenrechte;Vtg ok;Evangelische Akademie zu Berlin gGmbH;0;Veranstaltung allgemein
MV;12305;09.10.2024 14:00;09.10.2024 23:00;9;FFK;Georges-Casalis-Saal;30. Jahrestag des Forum Menschenrechte;Vtg ok;Evangelische Akademie zu Berlin gGmbH;160;Veranstaltung allgemein
MV;12290;06.09.2024 14:15;07.09.2024 00:40;10,42;FFK;Salon Godet;Meditation und Soundbath Event;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12290;07.09.2024 17:00;08.09.2024 02:30;9,5;FFK;Salon Godet;Meditation und Soundbath Event;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12318;03.12.2024 18:30;03.12.2024 22:00;3,5;FFK;Französische Friedrichstadtkirche;Networking;Vtg ok;BVMed - Bundesverband Medizintechnologie e.V.;0;Veranstaltung allgemein
MV;12318;03.12.2024 18:30;03.12.2024 22:00;3,5;FFK;Georges-Casalis-Saal;Networking;Vtg ok;BVMed - Bundesverband Medizintechnologie e.V.;160;Veranstaltung allgemein
MV;12269;15.08.2024 17:30;15.08.2024 23:30;6;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12269;15.08.2024 17:30;15.08.2024 23:30;6;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12269;15.08.2024 17:30;15.08.2024 23:30;6;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12269;15.08.2024 17:30;15.08.2024 23:30;6;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12269;16.08.2024 18:00;16.08.2024 23:30;5,5;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12269;16.08.2024 18:00;16.08.2024 23:30;5,5;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12269;16.08.2024 18:00;16.08.2024 23:30;5,5;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12269;16.08.2024 18:00;16.08.2024 23:30;5,5;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12299;27.12.2024 14:00;27.12.2024 22:45;8,75;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12299;27.12.2024 14:00;27.12.2024 22:45;8,75;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12299;27.12.2024 14:00;27.12.2024 22:45;8,75;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12299;27.12.2024 14:00;27.12.2024 22:45;8,75;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12299;28.12.2024 17:45;28.12.2024 23:45;6;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
MV;12299;28.12.2024 17:45;28.12.2024 23:45;6;FFK;Saal;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;720;Veranstaltung allgemein
MV;12299;28.12.2024 17:45;28.12.2024 23:45;6;FFK;Entrée;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;24;Veranstaltung allgemein
MV;12299;28.12.2024 17:45;28.12.2024 23:45;6;FFK;Salon Godet;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;22;Veranstaltung allgemein
MV;12302;21.09.2024 15:30;22.09.2024 00:30;9;FFK;Französische Friedrichstadtkirche;Candlelight Konzert;Vtg ok;Kzemos Germany GmbH;0;Veranstaltung allgemein
